
Position
 ==================== 
Position X,Position Y,Position Z,Unit,Category,Collection,Time,ID,
553.842,441.991,13.0799,µm,Surface,Position,1,1584,
551.241,438.846,12.2694,µm,Surface,Position,1,1597,
505.058,483.786,27.1692,µm,Surface,Position,1,1599,
497.282,483.937,17.0546,µm,Surface,Position,1,1602,
602.768,379.351,12.9802,µm,Surface,Position,1,1607,
544.868,438.487,13.8746,µm,Surface,Position,1,1609,
531.268,455.217,14.1798,µm,Surface,Position,1,1610,
452.057,516.071,23.3775,µm,Surface,Position,1,1619,
452.522,516.785,20.0648,µm,Surface,Position,1,1621,
469.658,488.54,19.7868,µm,Surface,Position,1,1632,
421.11,537.629,15.567,µm,Surface,Position,1,1635,
457.699,498.713,17.4379,µm,Surface,Position,1,1647,
466.22,483.199,19.7209,µm,Surface,Position,1,1656,
555.674,396.327,13.4113,µm,Surface,Position,1,1657,
567.766,384.564,13.7702,µm,Surface,Position,1,1659,
572.179,370.241,13.1137,µm,Surface,Position,1,1662,
575.044,367.286,13.8654,µm,Surface,Position,1,1663,
445.662,497.457,12.9032,µm,Surface,Position,1,1664,
564.267,382.612,20.8031,µm,Surface,Position,1,1667,
561.179,386.523,15.7903,µm,Surface,Position,1,1668,
466.383,474.05,17.2577,µm,Surface,Position,1,1676,
524.733,410.688,27.2667,µm,Surface,Position,1,1677,
541.344,386.072,18.2652,µm,Surface,Position,1,1679,
495.214,431.266,24.2434,µm,Surface,Position,1,1680,
511.01,410.909,15.6338,µm,Surface,Position,1,1686,
554.454,369.499,17.49,µm,Surface,Position,1,1689,
448.047,476.89,26.375,µm,Surface,Position,1,1692,
509.481,401.582,13.4388,µm,Surface,Position,1,1715,
522.002,389.09,17.0557,µm,Surface,Position,1,1716,
543.721,368.525,12.2189,µm,Surface,Position,1,1718,
437.316,467.131,13.1975,µm,Surface,Position,1,1722,
459.924,430.966,14.4088,µm,Surface,Position,1,1739,
442.018,450.399,23.0313,µm,Surface,Position,1,1742,
463.41,434.462,12.447,µm,Surface,Position,1,1743,
380.821,499.877,14.0264,µm,Surface,Position,1,1752,
398.385,483.094,17.7413,µm,Surface,Position,1,1754,
382.409,501.563,13.3818,µm,Surface,Position,1,1757,
425.059,458.541,19.7783,µm,Surface,Position,1,1759,
467.314,408.477,15.7136,µm,Surface,Position,1,1761,
386.592,487.424,21.8412,µm,Surface,Position,1,1762,
380.828,498.609,13.8784,µm,Surface,Position,1,1763,
414.93,447.053,13.2983,µm,Surface,Position,1,1779,
434.834,434.677,13.0741,µm,Surface,Position,1,1784,
373.444,485.233,21.0918,µm,Surface,Position,1,1786,
406.996,439.033,14.4766,µm,Surface,Position,1,1791,
403.28,442.273,19.1884,µm,Surface,Position,1,1792,
425.79,423.403,19.4389,µm,Surface,Position,1,1794,
455.064,389.106,12.5532,µm,Surface,Position,1,1802,
443.32,378.907,13.7775,µm,Surface,Position,1,1808,
381.751,449.593,20.5119,µm,Surface,Position,1,1812,
