
Ellipticity (prolate)
 ==================== 
Ellipticity (prolate),Unit,Category,Time,ID,
0.785325,,Surface,1,7591,
0.609979,,Surface,1,7592,
0.493237,,Surface,1,7594,
0.573398,,Surface,1,7596,
0.591801,,Surface,1,7597,
0.370383,,Surface,1,7598,
0.653109,,Surface,1,7599,
0.687295,,Surface,1,7600,
0.605927,,Surface,1,7602,
0.534776,,Surface,1,7603,
0.673196,,Surface,1,7604,
0.622768,,Surface,1,7605,
0.681779,,Surface,1,7606,
0.601944,,Surface,1,7609,
0.658249,,Surface,1,7610,
0.516008,,Surface,1,7611,
0.656233,,Surface,1,7612,
0.469604,,Surface,1,7613,
0.429057,,Surface,1,7614,
0.430608,,Surface,1,7615,
0.690039,,Surface,1,7616,
0.68915,,Surface,1,7617,
0.443706,,Surface,1,7619,
0.651586,,Surface,1,7620,
0.549244,,Surface,1,7621,
0.315256,,Surface,1,7622,
0.562762,,Surface,1,7623,
0.376859,,Surface,1,7624,
0.734294,,Surface,1,7625,
0.644315,,Surface,1,7626,
0.676366,,Surface,1,7628,
0.622358,,Surface,1,7629,
0.561188,,Surface,1,7630,
0.59583,,Surface,1,7631,
0.824095,,Surface,1,7632,
0.584728,,Surface,1,7633,
0.676862,,Surface,1,7634,
0.613163,,Surface,1,7636,
0.594759,,Surface,1,7637,
0.677768,,Surface,1,7638,
0.607402,,Surface,1,7639,
0.829215,,Surface,1,7640,
0.533345,,Surface,1,7641,
0.58265,,Surface,1,7642,
0.564334,,Surface,1,7644,
0.633834,,Surface,1,7645,
0.611051,,Surface,1,7646,
0.288418,,Surface,1,7647,
0.66068,,Surface,1,7648,
0.34756,,Surface,1,7649,
